"Text","FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre","FirstPerson_std","InnerThinking_std","ThinkPositive_std","ThinkNegative_std","ThinkAhead_std","ThinkBack_std","Reasoning_std","Share_SocTies_std","Direct_Activity_std","Interacting_std","Notifying_std","LinearGuidance_std","WordPicture_std","SpaceInterval_std","Motion_std","PastEvents_std","TimeInterval_std","ShiftingEvents_std","agglo_3","agglo_4","agglo_5","agglo_6","agglo_7","means_3","means_4","means_5","means_6","means_7"
"A01.TXT",0.09,1.72,0.62,0.7,2.15,0.66,1.23,2.24,0.48,0,2.11,5.23,5.01,0.75,0.35,2.55,1.63,0.79,28.31,"1","1","1","101",-0.531068664349779,-1.12037025093034,-0.352333221803838,-0.829217988061687,2.11226781771645,0.34103467181739,-1.68422769801386,0.192942826844761,0.835724325270461,-0.852935197957801,-0.79075225480711,0.158415701366956,-0.155242876277503,-0.689968302345157,-0.359897193483861,0.451440341115807,0.622767150777655,-0.0261974104395956,1,1,1,1,1,1,2,4,2,7
"A02.TXT",0.13,1.48,0.38,0.63,1.85,0.93,1.48,2.28,0.21,0.17,1.77,3.46,4.34,0.59,0.25,1.77,1.39,0.8,23.91,"1","2","1","101",-0.493523379749501,-1.41321370575857,-0.947909875085434,-0.929657951316031,1.46205249679037,1.159372401916,-1.3634199779524,0.233036925622829,-0.241497080291312,-0.639691990679794,-1.30870892083369,-0.622565808310541,-0.455571254142334,-0.908654398847257,-0.624216518897977,-0.314112024460177,0.166179045732177,0.00426469472272511,1,1,1,1,1,1,2,4,2,7
"A03.TXT",0.04,1.72,0.34,1.12,1.55,0.9,1.68,2.84,0.17,0.17,2.84,5.03,5.85,0.65,0.17,2.32,1.94,0.82,30.15,"1","3","1","101",-0.578000270100126,-1.12037025093034,-1.04717265063237,-0.226578208535621,0.81183717586428,1.0684459874606,-1.10677380190323,0.79435430851579,-0.401085436670833,-0.639691990679794,0.321331175191137,0.0701692030983122,0.221288224329151,-0.826647112658969,-0.83567197922927,0.225700541010068,1.2125267864614,0.0651889050473662,1,1,1,1,1,1,2,4,2,7
"A04.TXT",0,2.74,0.9,2.43,1.21,1.03,3.46,3.06,0.22,0.31,2.47,3.15,3.28,0.67,0.09,1.89,1.71,0.81,29.43,"1","4","1","101",-0.615545554700404,0.124214432089641,0.342506207024691,1.65308396093854,0.074926478814716,1.46246045010067,1.17737716493436,1.01487185179517,-0.201599991196431,-0.464079937627318,-0.242327549602494,-0.759347880626939,-0.930717643003112,-0.799311350596207,-1.04712743956056,-0.196334737448487,0.774963185792815,0.0347267998850458,2,2,2,2,2,1,1,2,3,6
"A05.TXT",0.26,2.15,0.39,0.61,2.28,0.75,1.93,1.84,0.44,0.35,2.54,5.79,3.16,0.75,0.35,1.54,1.8,0.96,27.89,"1","5","1","101",-0.371501204798598,-0.595692394363091,-0.923094181198701,-0.958355083674415,2.39402779011776,0.613813915183593,-0.785966081841774,-0.207998160935925,0.67613596889094,-0.413905065326611,-0.135689412479375,0.405505896519158,-0.984507800232633,-0.689968302345157,-0.359897193483861,-0.539851824565916,0.94618372518487,0.491658377319856,1,1,1,1,1,1,2,4,2,7
"A06.TXT",0.26,1.26,0.7,0.91,1.83,0.52,1.74,2.13,0.3,0.48,2.22,6.52,5.83,0.83,0.26,1.61,1.35,0.83,29.58,"1","6","1","101",-0.371501204798598,-1.68165353935111,-0.153807670709972,-0.527898098298654,1.41870480872863,-0.083288595641147,-1.02977994908848,0.082684055205072,0.117576721562613,-0.250836730349312,-0.623178039327921,0.727605615199708,0.212323198124231,-0.580625254094107,-0.597784586356565,-0.47114840714243,0.0900810282245975,0.095651010209687,1,1,1,1,1,1,2,1,2,2
"A07.TXT",0.17,1.31,0.59,0.97,1.74,0.72,1.61,2.67,0.21,0.38,2.92,3.9,4.07,0.85,0.34,1.4,1.23,0.89,25.97,"1","7","1","101",-0.455978095149223,-1.6206444862619,-0.426780303464037,-0.441806701223502,1.2236402124508,0.522887500728192,-1.19659996352044,0.623954388708998,-0.241497080291312,-0.37627391110108,0.443203331903274,-0.428423512119525,-0.576599107908758,-0.553289492031344,-0.386329126025272,-0.677258659412888,-0.138213024298142,0.278423641183611,1,1,1,1,1,1,2,4,2,7
"A08.TXT",0,3.4,0.59,1.4,2.94,0.63,2.17,1.99,0.14,0.14,3.08,2.67,5.16,1.18,0.45,0.91,1.31,0.81,28.97,"1","8","1","101",-0.615545554700404,0.929533932867274,-0.426780303464037,0.175181644481755,3.82450149615515,0.250108257361989,-0.477990670582772,-0.0576452905181681,-0.520776703955475,-0.677323144905325,0.686947645327547,-0.971139476471684,-0.0880051797406003,-0.102249417995763,-0.0955778680697443,-1.15818258137729,0.0139830107170177,0.0347267998850458,1,1,1,1,1,1,1,2,2,7
"A09.TXT",0.13,1.1,0.3,0.93,1.19,0.89,0.98,1.57,0.08,0.04,2.42,3.36,4.59,1.27,0.3,2.12,2.17,0.38,23.82,"1","9","1","101",-0.493523379749501,-1.8768825092366,-1.1464354261793,-0.49920096594027,0.0315787907529768,1.03813718264213,-2.00503541807532,-0.478633327687888,-0.760159238524758,-0.802760325657094,-0.31849764754758,-0.666689057444863,-0.34350842658083,0.0207615112866682,-0.492056856190919,0.0294050626572519,1.65009038712998,-1.27514372209474,1,3,3,3,3,1,2,4,2,7
"A10.TXT",0.04,1.98,0.25,0.93,2.19,0.8,1.86,2.32,0.51,0.08,2.61,4.68,4.01,0.63,0.25,1.98,1.77,0.55,27.44,"1","10","1","101",-0.578000270100126,-0.803123174866421,-1.27051389561297,-0.49920096594027,2.19896319383993,0.765357939275927,-0.875792243458982,0.273131024400898,0.955415592555103,-0.752585453356386,-0.0290512753562558,-0.0842621688718145,-0.603494186523519,-0.853982874721732,-0.624216518897977,-0.10800177218972,0.889110212054185,-0.757287934335293,1,1,1,1,1,1,2,4,2,7
"A11.TXT",0.26,1.75,0.64,0.72,1.19,0.13,0.55,0.94,0.13,0,2.94,2.64,5.19,2.68,1.19,3.02,1.06,1.02,26.05,"1","11","1","101",-0.371501204798598,-1.08376481907681,-0.302701834030371,-0.800520855703303,0.0315787907529768,-1.26533198356136,-2.55682469658103,-1.11011538344247,-0.560673793050355,-0.852935197957801,0.473671371081308,-0.98437645121198,-0.0745576404332197,1.94793273671142,1.86038513999472,0.912734715244926,-0.461629598705356,0.674431008293781,1,3,3,3,3,3,2,5,6,2
"A12.TXT",0.47,1.99,1.02,1.52,1.14,0.3,1.78,1.14,0.17,0.21,2.2,5.71,3.21,2.45,0.8,3.09,1.95,1.02,30.17,"1","12","1","101",-0.17438846064714,-0.790921364248578,0.64029453366549,0.34736443863206,-0.0767904294013709,-0.75008230164742,-0.978450713878649,-0.909644889552126,-0.401085436670833,-0.589517118379087,-0.653646078505956,0.370207297211701,-0.962095234720333,1.63357147298966,0.829539770879662,0.981438132668412,1.23155129083829,0.674431008293781,1,3,3,3,3,3,3,1,6,2
"A13.TXT",0.53,2.42,0.79,0.88,0.92,0.4,1.62,0.66,0,0.18,2.72,3.12,4.57,2.37,0.83,2.9,0.57,0.83,26.31,"1","13","1","101",-0.118070533746723,-0.266243507681332,0.0695335742706265,-0.57094379683623,-0.5536149980805,-0.44699425346275,-1.18376765471798,-1.39077407488895,-1.0793359512838,-0.627148272604617,0.138522940122933,-0.772584855367235,-0.35247345278575,1.52422842473861,0.908835568503897,0.794957428233236,-1.39383031317321,0.095651010209687,1,3,3,3,3,3,2,5,6,2
"A14.TXT",0.17,1.19,0.51,1.06,1.61,0.55,1.7,2.21,0.21,0.13,2.34,5.05,6.07,1.02,0.81,2.08,1.06,0.98,28.75,"1","14","1","101",-0.455978095149223,-1.76706621367601,-0.625305854557903,-0.312669605610774,0.941880240049498,0.0076378188142539,-1.08110918429832,0.162872252761209,-0.241497080291312,-0.689866862980502,-0.440369804259717,0.0789938529251764,0.319903512583275,-0.320935514497863,0.855971703421074,-0.00985403301331143,-0.461629598705356,0.552582587644498,1,3,3,3,3,3,2,1,6,2
"A15.TXT",0.38,1.73,0.97,0.84,1.27,0.59,2.4,1.9,0.21,0.25,2.99,4.98,4.01,1.22,0.72,2.83,1.27,1.35,29.91,"1","15","1","101",-0.258865350997765,-1.10816844031249,0.516216064231824,-0.628338061552999,0.204969542999933,0.128873038088121,-0.18284756812623,-0.147857012768823,-0.241497080291312,-0.539342246078379,0.549841469026394,0.0481075785311514,-0.603494186523519,-0.0475778938702381,0.618084310548369,0.72625401080975,-0.0621150067905621,1.67968047865036,1,3,3,3,3,3,3,1,5,2
"A16.TXT",0.2,0.99,0.79,0.44,2.02,0.12,1.39,0.83,0.32,0.2,2.22,3.4,6.06,1.54,0.51,0.95,0.99,0.71,23.68,"1","16","1","101",-0.427819131699015,-2.01110242603287,0.0695335742706265,-1.20228070872068,1.83050784531515,-1.29564078837982,-1.47891075717453,-1.22037415508216,0.197370899752374,-0.602060836454264,-0.623178039327921,-0.649039757791134,0.315420999480814,0.389794299133962,0.0630137271787254,-1.11892348570672,-0.59480112934362,-0.269894251738162,1,1,1,1,1,1,2,4,6,2
"A17.TXT",0.33,1.19,0.95,0.25,1.36,0.25,0.62,1.15,0.37,0.29,2.18,2.6,6.88,0.87,0.49,1.24,1.36,0.91,23.29,"1","17","1","101",-0.305796956748112,-1.76706621367601,0.466584676458357,-1.47490346612533,0.400034139277759,-0.901626325739754,-2.46699853496382,-0.899621364857609,0.396856345226776,-0.489167373777672,-0.68411411768399,-1.00202575086571,0.682987073882548,-0.525953729968582,0.0101498620959021,-0.834295042095141,0.109105532601492,0.339347851508253,1,1,1,1,1,3,2,4,6,2
"A18.TXT",0.08,0.95,0.91,0.2,1.43,0.32,0.71,1.19,0.12,0,1.98,2.93,6.58,0.44,0.2,0.91,1.63,0.67,21.25,"1","18","1","101",-0.540454985499848,-2.05990966850424,0.367321900911425,-1.54664629702129,0.551751047493846,-0.689464692010486,-2.3515077557417,-0.85952726607954,-0.600570882145236,-0.852935197957801,-0.988794509464332,-0.856419028722447,0.548511680808743,-1.11367261431798,-0.756376181605035,-1.15818258137729,0.622767150777655,-0.391742672387444,1,1,1,1,1,1,2,4,6,2
"A19.TXT",0.13,1.09,0.21,1.18,0.84,0.42,1.26,1.14,0.5,0.08,2.27,4.21,7.32,1.51,0.29,2.52,1.51,1.26,27.74,"1","19","1","101",-0.493523379749501,-1.88908431985444,-1.3697766711599,-0.140486811460469,-0.727005750327457,-0.386376643825816,-1.64573077160649,-0.909644889552126,0.915518503460222,-0.752585453356386,-0.547007941382836,-0.291641439803127,0.880217650390796,0.348790656039818,-0.51848878873233,0.421996019362885,0.394473098254916,1.40552153218948,1,3,3,3,3,3,2,1,6,2
"A20.TXT",0.04,1.31,0.42,1.23,0.81,0.64,1.06,1.31,0.04,0.04,2.59,4.2,6.02,0.55,0.42,3.77,1.7,1.14,27.29,"1","20","1","101",-0.578000270100126,-1.6206444862619,-0.848647099538501,-0.0687439805645092,-0.792027282420065,0.280417062180456,-1.90237694765565,-0.739244969745334,-0.91974759490428,-0.802760325657094,-0.05951931453429,-0.296053764716559,0.297490947070974,-0.963325922972782,-0.174873665693979,1.64884275906799,0.75593868141592,1.03997627024163,1,3,3,3,3,3,2,1,6,2
"A21.TXT",0.22,1.26,0.48,1.66,0.96,1,1.35,1.61,0.26,0.13,2.7,4.27,6.58,1.35,0.39,3.27,1.26,1.57,30.32,"1","21","1","101",-0.409046489398876,-1.68165353935111,-0.699752936218102,0.548244365140748,-0.466919621957022,1.37153403564527,-1.53023999238436,-0.43853922890982,-0.0420116348169091,-0.689866862980502,0.108054900944898,-0.265167490322534,0.548511680808743,0.130104559537718,-0.254169463318214,1.15810406318595,-0.081139511167457,2.34984679222142,1,3,3,3,3,3,3,1,5,2
"A22.TXT",0.04,1.45,0.29,1.04,1.45,0.46,1.37,2.37,0.08,0,2.24,4.4,6.65,1.08,0.5,2.58,1.2,0.54,27.74,"1","22","1","101",-0.578000270100126,-1.4498191376121,-1.17125112006603,-0.341366737969158,0.595098735555585,-0.265141424551949,-1.50457537477944,0.323248647873484,-0.760159238524758,-0.852935197957801,-0.592710000149887,-0.207807266447915,0.579889272525965,-0.238928228309575,0.0365817946373137,0.48088466286873,-0.195286537428827,-0.787750039497613,1,3,3,3,3,1,2,4,6,2
"A23.TXT",0.12,1.33,0.41,0.75,0.91,0.41,1.2,1.99,0.12,0.17,2.07,3.56,4.85,0.66,0.5,2.07,1.41,0.54,23.07,"1","23","1","101",-0.50290970089957,-1.59624086502621,-0.873462793425235,-0.757475157165727,-0.57528884211137,-0.416685448644283,-1.72272462442124,-0.0576452905181681,-0.600570882145236,-0.639691990679794,-0.851688333163178,-0.578442559176219,-0.226963085916866,-0.812979231627588,0.0365817946373137,-0.0196688069309525,0.204228054485967,-0.787750039497613,1,3,3,3,3,1,2,4,1,2
"A24.TXT",0,0.76,0.13,0.8,1.26,0.93,0.67,2.23,0,0,2.73,3.36,8.33,1.14,0.25,2.61,1.18,1.68,28.06,"1","24","1","101",-0.615545554700404,-2.29174407024326,-1.56830222225376,-0.685732326269767,0.183295698969064,1.159372401916,-2.40283699095153,0.182919302150244,-1.0793359512838,-0.852935197957801,0.153756959711949,-0.666689057444863,1.33295147373927,-0.156920942121288,-0.624216518897977,0.510328984621652,-0.233335546182617,2.68492994900695,1,3,3,3,3,3,2,1,6,2
"A25.TXT",0.29,1.66,0.17,1.08,1.04,0.5,1.04,1.71,0.21,0.08,1.54,4.33,4.87,1.16,0.42,2.37,1.33,0.96,24.76,"1","25","1","101",-0.34334224134839,-1.19358111463739,-1.46903944670683,-0.28397247325239,-0.293528869710066,-0.143906205278081,-1.92804156526057,-0.338303981964648,-0.241497080291312,-0.752585453356386,-1.65909137138108,-0.238693540841941,-0.217998059711945,-0.129585180058526,-0.174873665693979,0.274774410598272,0.0520320194708076,0.491658377319856,1,3,3,3,3,3,2,4,6,2
"A26.TXT",0,1.49,0.38,0.26,0.94,0.38,1.75,1.02,0.09,0.17,2.73,2.6,5.34,1.37,0.3,1.45,1.49,0.68,22.44,"1","26","1","101",-0.615545554700404,-1.40101189514072,-0.947909875085434,-1.46055489994614,-0.510267310018761,-0.507611863099684,-1.01694764028602,-1.02992718588633,-0.720262149429877,-0.639691990679794,0.153756959711949,-1.00202575086571,-0.00731994389631743,0.157440321600481,-0.492056856190919,-0.628184789824683,0.356424089501126,-0.361280567225123,1,3,3,3,3,1,2,4,1,5
"A27.TXT",0.3,1.94,0.42,1.56,1.69,0.38,2.28,2.28,0.38,0.21,2.28,4.48,3.25,0.68,0.17,2.16,1.14,0.8,26.4,"1","27","1","101",-0.33395592019832,-0.851930417337793,-0.848647099538501,0.404758703348828,1.11527099229645,-0.507611863099684,-0.33683527375573,0.233036925622829,0.436753434321657,-0.589517118379087,-0.53177392179382,-0.172508667140458,-0.944165182310492,-0.785643469564826,-0.83567197922927,0.0686641583278152,-0.309433563690196,0.00426469472272511,1,1,1,1,1,1,2,4,2,7
"A28.TXT",0.09,2.21,0.35,0.3,0.87,0.26,2.64,1.25,0.13,0,2.6,4.37,5.1,1.21,0.3,2.03,1.38,0.91,26,"1","28","1","101",-0.531068664349779,-0.522481530656034,-1.02235695674563,-1.40316063522937,-0.661984218234848,-0.871317520921287,0.125127843132772,-0.799386117912437,-0.560673793050355,-0.852935197957801,-0.0442852949452726,-0.221044241188212,-0.114900258355362,-0.0612457749016194,-0.492056856190919,-0.0589279026015158,0.147154541355282,0.339347851508253,2,2,2,2,4,1,2,4,1,5
"A29.TXT",0.3,1.27,1.27,0.46,1.35,0.25,1.43,1.81,0.42,0.3,2.24,4.35,8.82,1.1,0.51,1.18,1.27,0.89,29.22,"1","29","1","101",-0.33395592019832,-1.66945172873327,1.26068688083382,-1.1735835763623,0.37836029524689,-0.901626325739754,-1.42758152196469,-0.238068735019477,0.596341790701179,-0.476623655702495,-0.592710000149887,-0.229868891015077,1.55259461575982,-0.211592466246813,0.0630137271787254,-0.893183685600986,-0.0621150067905621,0.278423641183611,1,1,1,1,1,3,2,1,6,2
"A30.TXT",0.9,2.48,0.56,0.73,1.2,0.34,2.1,1.03,0.3,0.26,3.04,3.17,6.85,1.33,0.3,1.54,1.46,1.07,28.66,"1","30","1","101",0.229223348805846,-0.193032643974275,-0.501227385124237,-0.786172289524111,0.0532526347838464,-0.628847082373552,-0.567816832199981,-1.01990366119181,0.117576721562613,-0.526798528003203,0.626011566971479,-0.750523230800074,0.669539534575167,0.102768797474956,-0.492056856190919,-0.539851824565916,0.299350576370442,0.826741534105384,2,2,2,2,4,1,2,4,6,2
"A31.TXT",0.04,1.37,0.58,0.25,1.91,0.29,1.29,1.66,0.17,0.33,3.12,2.66,7.15,1.08,0.58,0.79,1.16,0.75,25.18,"1","31","1","101",-0.578000270100126,-1.54743362255484,-0.451595997350771,-1.47490346612533,1.59209556097558,-0.780391106465887,-1.60723384519911,-0.388421605437234,-0.401085436670833,-0.438992501476965,0.747883723683616,-0.975551801385116,0.804014927648973,-0.238928228309575,0.248037254968607,-1.27595986838898,-0.271384554936407,-0.148045831088879,1,1,1,1,1,1,2,4,6,7
"A32.TXT",1.09,2.55,1.3,0.82,1.47,0.38,1.68,2.01,0.54,0.65,2.39,4.08,6.96,0.98,0.65,1.52,0.76,0.65,30.48,"1","32","1","101",0.407563450657165,-0.107619969649375,1.33513396249402,-0.657035193911383,0.638446423617324,-0.507611863099684,-1.10677380190323,-0.037598241129134,1.07510685983974,-0.037593523071305,-0.364199706314631,-0.349001663677745,0.718847178702229,-0.375607038623388,0.433060782758488,-0.559481372401198,-1.0323647300122,-0.452666882712086,1,1,1,1,1,1,2,1,6,2
"A33.TXT",0.39,1.89,0.82,0.43,1.29,0.56,1.55,2.24,0.13,0.09,2.88,4.73,7.44,1.64,0.39,2.8,1.51,0.86,31.64,"1","33","1","101",-0.249479029847695,-0.912939470427007,0.143980655930826,-1.21662927489987,0.248317231061672,0.0379466236327209,-1.27359381633519,0.192942826844761,-0.560673793050355,-0.740041735281209,0.382267253547205,-0.0622005443046532,0.934007807620318,0.526473109447774,-0.254169463318214,0.696809689056828,0.394473098254916,0.187037325696649,1,3,3,3,3,3,2,1,6,2
"A34.TXT",0.04,2.63,1.18,1.62,1.75,0.92,2.54,2.32,0.13,0.18,3.42,3.15,3.72,0.66,0.22,2.23,2.06,0.96,29.73,"1","34","1","101",-0.578000270100126,-0.0100054847066312,1.03734563585322,0.49085010042398,1.24531405648167,1.12906359709753,-0.00319524489181199,0.273131024400898,-0.560673793050355,-0.627148272604617,1.20490431135413,-0.759347880626939,-0.733487066494864,-0.812979231627588,-0.703512316522212,0.137367575751301,1.44082083898414,0.491658377319856,2,2,2,2,4,1,1,1,2,7
"A35.TXT",0.14,4.32,0.68,1.62,1.04,0.41,4.14,4.73,0.27,0.23,3.42,3.47,4.01,0.54,0.14,0.81,1.26,0.45,31.68,"1","35","1","101",-0.484137058599431,2.05210050970882,-0.203439058483438,0.49085010042398,-0.293528869710066,-0.416685448644283,2.04997416350153,2.68880047577953,-0.00211454572202857,-0.564429682228733,1.20490431135413,-0.618153483397109,-0.603494186523519,-0.976993804004163,-0.914967776853505,-1.2563303205537,-0.081139511167457,-1.0619089859585,2,2,2,2,2,1,1,2,3,6
"A36.TXT",0.04,2.52,0.57,1.77,1.9,0.4,2.78,2.78,0.62,0.35,3.27,3.05,2.52,0.84,0.13,1.41,0.97,0.53,26.45,"1","36","1","101",-0.578000270100126,-0.144225401502903,-0.476411691237504,0.706078593111861,1.57042171694471,-0.44699425346275,0.304780166367189,0.734213160348687,1.39428357259879,-0.413905065326611,0.976394017518872,-0.803471129761261,-1.27138863879008,-0.566957373062726,-0.941399709394916,-0.667443885495247,-0.63285013809741,-0.818212144659934,1,1,1,1,1,1,1,2,3,6
